state,Moisture,Vol,Ash,Hydrogen,Carbon,Nitrogen,Oxygen,Total Sulfur,Sulfate S,Pyr S,Org S,Hocbtu
Alabama,2.5,34.9,11.6,5,70.6,1.7,8.5,2.6,0.02,1.99,0.56,12782
Alabama,2.7,37.9,8.6,5.6,72.9,1.7,8.6,2.6,0.03,1.86,0.74,13212
Alabama,2.9,39.9,8.4,6.2,72.2,1.7,9,2.6,0.01,2.62,0,13173
Alabama,3.5,34.8,14.7,5.1,66.2,1.7,9.6,2.6,0.01,2.26,0.34,12008
Alabama,2.9,36.9,14.5,5.1,65.9,1.5,10.5,2.6,0.01,1.53,1.03,11987
Alabama,49.5,20.3,11.4,7.4,26.4,0.5,51.7,2.6,0.32,0.96,1.3,4500
Alabama,3.06,38.27,16.02,4.91,65.86,1.45,9.18,2.58,0.29,1.8,0.49,11939
Alabama,1.46,35.19,6.78,5.35,78.74,1.52,5.06,2.55,0.07,1.84,0.64,14315
Alabama,3.26,33.03,12.16,5.15,71.58,1.63,6.93,2.55,0.27,0.93,1.35,12916
Alabama,2.35,37.96,9.4,5.34,71.89,1.66,9.16,2.55,0.14,1.17,1.24,13076
Alabama,2.33,31.54,24.6,4.41,58.66,1.28,8.52,2.53,0.13,2.04,0.36,10478
Alabama,2.53,31.06,14.56,4.68,67.4,1.64,9.21,2.51,0.29,1.2,1.02,12028
Alabama,2.99,37.97,5.82,5.41,74.9,1.64,9.72,2.51,0.2,1.44,0.87,13444
Alabama,1.6,33,16.7,4.8,68.4,1.5,6,2.5,0.01,2.1,0.42,12346
Alabama,2.18,34.75,7.45,5.23,76.89,1.4,6.53,2.5,0.02,1.67,0.81,13947
Alabama,2,31.1,28.9,4.5,56.3,1.3,6.6,2.5,0.05,1.78,0.63,10056
Alabama,1.7,38.9,11.3,5.2,72.8,1.7,6.6,2.5,0.01,2.21,0.28,13063
Alabama,1.2,35,10.8,5,72.8,1.6,7.2,2.5,0.01,1.82,0.71,13349
Alabama,2.5,40.1,10.1,5.3,72.8,1.6,7.8,2.5,0.02,1.85,0.62,13069
Alabama,3,39.3,5.5,5.9,75.9,1.6,8.6,2.5,0.01,1.76,0.7,13658
Alabama,2.6,32.9,4.7,5.4,77.1,1.8,8.6,2.5,0.02,1.69,0.75,13950
Alabama,3.2,38.1,10,5.3,71.5,1.6,9.1,2.5,0.01,1.39,1.09,12808
Alabama,4.6,34.1,15.4,5.2,66,1.4,9.5,2.5,0.02,1.97,0.5,11863
Alabama,6.1,37.7,7.7,5.7,72.8,1.5,9.8,2.5,0.02,1.94,0.55,13256
Alabama,3,38.8,11.9,5.4,68.7,1.6,10,2.5,0.01,1.22,1.29,12512
Alabama,2.13,39.81,11.95,5.14,70.08,1.65,8.7,2.48,0.22,1.02,1.24,12662
Alabama,6.92,35.35,3.41,5.92,74.84,1.78,11.58,2.47,0.3,0.83,1.34,13498
Alabama,1.18,30.46,6.35,4.94,80.2,1.37,4.68,2.46,0.09,1.86,0.51,14365
Alabama,1.79,38.63,11.15,5.04,71.81,1.51,8.03,2.46,0.04,1.51,0.91,12852
Alabama,1.63,39.43,7.12,5.38,75.92,1.83,7.31,2.44,0.07,1.49,0.88,13633
Alabama,4.48,32.66,6.91,5.48,74.72,1.55,8.92,2.42,0.23,0.92,1.27,13423
Alabama,3.99,24.21,28.93,4.12,55.58,1.05,7.91,2.41,0.11,1.94,0.36,9894
Alabama,2.2,36.3,11.7,5.4,72.5,1.6,6.5,2.4,0.02,1.69,0.74,13069
Alabama,1.8,32.4,19.6,4.7,65.2,1.5,6.7,2.4,0.01,1.73,0.65,11811
Alabama,1.4,36.2,9.6,5.2,74.4,1.5,7,2.4,0.02,1.4,0.97,13410
Alabama,2.2,36.2,11.5,5.1,71.9,1.7,7.3,2.4,0.01,2.44,0,12950
Alabama,2.4,39.5,3.8,6,78.4,1.7,7.7,2.4,0.01,1.59,0.8,14191
Alabama,1.8,42.9,6.2,5.8,75.8,1.7,8.1,2.4,0.03,0.99,1.35,13881
Alabama,1.8,32.4,8.7,5.3,73.8,1.3,8.5,2.4,0.11,1.17,1.11,13200
Alabama,2.8,30.4,20.5,4.6,62.2,1.6,8.8,2.4,0.02,2.21,0.17,11033
Alabama,3.1,40.6,5.8,5.6,74.9,2,9.3,2.4,0.03,1.18,1.23,13676
Alabama,4.6,39.8,5.4,5.7,75.1,1.6,9.8,2.4,0.01,2.33,0.04,13610
Alabama,3.1,34.3,17.1,4.9,63.9,1.7,10,2.4,0.01,1.83,0.51,11677
Alabama,3,37.6,15.5,5.2,64.9,1.4,10.5,2.4,0.02,1.6,0.82,11794
Alabama,2.31,36.8,11.21,5.29,71.63,1.63,7.85,2.39,0.06,1.3,1.03,12952
Alabama,1.93,33.97,8.63,5.09,74.36,1.45,8.12,2.35,0.34,1.15,0.86,13301
Alabama,2.35,33.25,13.88,4.88,68.46,1.54,8.92,2.32,0.26,1.05,1.01,12326
Alabama,3.01,36.28,7.07,5.22,74.72,1.68,8.99,2.32,0.12,1.02,1.18,13349
Alabama,1.74,38.64,14.73,5.19,68.03,1.55,8.19,2.31,0.11,1.06,1.14,12317
Alabama,4.19,34.13,6.89,5.35,74.77,1.56,9.12,2.31,0.23,1.04,1.04,13407
Alabama,1.4,27.4,24.5,4.3,61.3,1.4,6.2,2.3,0.01,1.82,0.44,11085
Alabama,2.5,33.2,16.2,4.9,68.4,1.5,6.7,2.3,0.01,2.27,0.06,12239
Alabama,1.74,31.73,4.13,5.13,79.68,1.9,6.86,2.3,0.15,1.08,1.07,14259
Alabama,2.3,33.9,15.6,5,68.4,1.6,7.2,2.3,0.01,1.76,0.5,12330
Alabama,1.9,32.4,27.4,4.6,57.1,1.3,7.3,2.3,0.02,1.54,0.75,10342
Alabama,2.1,26.8,29.9,3.8,55.2,1.3,7.5,2.3,0.01,2.02,0.28,10034
Alabama,2,29.6,16.9,4.8,66.9,1.6,7.5,2.3,0.01,1.33,1,12010
Alabama,1.7,34.4,21.7,4.7,62.2,1.3,7.8,2.3,0.03,1.37,0.95,11277
Alabama,2.18,37.23,9.53,5.3,73.16,1.72,7.99,2.3,0.1,1.09,1.11,13189
Alabama,2.6,34.3,13.8,5.3,68.8,1.7,8.1,2.3,0.01,1.65,0.62,12380
Alabama,2.6,40.9,5.8,5.7,75.7,1.9,8.6,2.3,0.01,1.62,0.71,13763
Alabama,2.7,39,6.1,5.8,74.9,1.8,9.1,2.3,0.01,1.22,1.04,13579
Alabama,2.8,38.7,10.5,5.4,70.3,1.6,9.9,2.3,0.01,0.98,1.31,12715
Alabama,3.1,39.4,9.9,5.4,70.1,1.7,10.6,2.3,0.01,1.25,0.99,12781
Alabama,43.6,21.3,21.5,6.9,23.6,0.5,45.2,2.3,0.9,0.95,0.45,3870
Alabama,43.6,21.3,21.5,6.9,23.6,0.5,45.2,2.3,0.9,0.95,0.45,3870
Alabama,2.15,29.43,13.73,4.52,70.64,1.25,7.58,2.28,0.08,1.72,0.48,12711
Alabama,3.28,40,9.18,5.22,70.67,1.89,10.78,2.26,0.37,0.89,1,12796
Alabama,3.81,37.18,6.59,5.42,72.13,1.77,11.84,2.25,0.07,1.4,0.78,12854
Alabama,1.1,26.2,30.2,4.1,56.3,1.2,6,2.2,0.01,1.51,0.68,10107
Alabama,1.7,28.8,32.1,4.2,54.1,1.2,6.2,2.2,0.01,1.94,0.26,9720
Alabama,1.7,31.7,17.1,4.9,67.6,1.5,6.6,2.2,0.02,1.79,0.37,12187
Alabama,2,39.9,7.8,5.5,76.2,1.8,6.6,2.2,0.04,1.41,0.7,13567
Alabama,1.7,32,23.9,4.7,61.1,1.4,6.8,2.2,0.01,1.7,0.49,10992
Alabama,1.9,32.7,24.3,4.6,60.5,1.4,7.1,2.2,0.04,1.55,0.61,10901
Alabama,1.7,36.9,12.5,5.3,71.4,1.4,7.1,2.2,0.05,1.65,0.52,12962
Alabama,2.2,34.5,9.7,5.2,74.2,1.6,7.1,2.2,0.01,1.94,0.24,13276
Alabama,2.8,38.8,5.8,5.9,76.3,2,7.8,2.2,0.03,1.44,0.73,13704
Alabama,2.2,38.6,9.1,5.4,73.4,1.9,8,2.2,0.06,1.7,0.49,13387
Alabama,1.7,44,3.7,5.8,78.3,1.8,8.2,2.2,0.01,2.16,0.03,14241
Alabama,3,41.9,6.3,5.8,75.3,1.5,8.9,2.2,0.04,1.9,0.28,13755
Alabama,2.6,40.9,4.4,5.8,75.7,1.8,10.1,2.2,0.01,1.58,0.65,13947
Alabama,52.5,19.6,5.3,7.8,30,0.5,54.2,2.2,0.14,0.7,1.35,4970
Alabama,1.99,33.09,11.48,5.06,72.33,1.66,7.29,2.18,0.03,1.3,0.85,12866
Alabama,1.51,27.1,10.27,4.84,76.5,1.34,4.88,2.17,0.15,1.56,0.46,13582
Alabama,0.85,32.15,5.95,5.09,80,1.56,5.24,2.16,0.2,1.28,0.68,14281
Alabama,2.08,34.37,14.81,4.7,68.28,1.69,8.36,2.16,0.06,1.09,1.01,12174
Alabama,1.2,34.2,8.7,5.3,76.7,1.4,5.8,2.1,0.02,1.21,0.9,13740
Alabama,1.6,37.2,7.2,5.5,77,1.6,6.6,2.1,0.01,1.46,0.66,13977
Alabama,2.1,31.4,22.1,4.7,62.8,1.5,6.9,2.1,0.02,1.59,0.48,11369
Alabama,1.8,31.1,25.6,4.8,59.2,1.3,7.1,2.1,0.01,1.4,0.65,10730
Alabama,1.9,35.8,8.3,5.4,75.5,1.5,7.2,2.1,0.02,1.12,0.97,13589
Alabama,2.1,32.6,22.7,4.5,61.6,1.5,7.7,2.1,0.02,1.99,0.05,11092
Alabama,2.4,36.6,14.9,5.4,67.6,1.6,8.4,2.1,0.01,1.53,0.57,12304
Alabama,2.5,33.7,15.4,4.9,67.5,1.6,8.5,2.1,0.01,1.7,0.38,12206
Alabama,2.3,6.8,8.5,5.7,73,1.8,8.7,2.1,0.19,1.45,0.5,13249
Alabama,1.9,31.2,15.6,4.8,67.6,0.6,9.3,2.1,0.12,0.94,1.05,12080
Alabama,1.9,31.2,15.6,4.8,67.6,0.6,9.3,2.1,0.06,0.03,0.49,12080
Alabama,3.6,34.1,10.1,5.3,71.7,1.6,9.3,2.1,0.01,0.8,1.24,12796
Alabama,3.3,31.4,20.7,4.6,61.1,1.6,9.9,2.1,0.03,1.8,0.29,11113
Alabama,3.7,32,16.5,4.9,64.2,1.6,10.8,2.1,0.01,1.77,0.3,11547
Alabama,49.6,22.6,6.1,7.7,30.2,0.5,53.4,2.1,0.27,0.47,1.4,5200
Alabama,1.59,24.3,14.1,4.49,72.73,1.22,5.39,2.07,0.3,1,0.77,12895
Alabama,3.74,28.78,10.53,4.88,73.05,1.25,8.23,2.06,0.06,0.72,1.28,12981
Alabama,2.16,37.81,10.91,5.36,72.16,1.6,7.94,2.03,0.01,0.86,1.16,13026
Alabama,2.59,32.4,7.95,5.11,75.77,1.33,7.82,2.02,0.54,0.73,0.75,13568
Alabama,2.98,35.8,12.47,5.17,69.39,1.49,9.46,2.02,0.06,1.34,0.62,12461
Alabama,1.6,31.5,23.1,4.5,63,1.3,6,2,0.01,1.65,0.34,11286
Alabama,1.9,36.5,10.9,5.2,73,1.7,7.2,2,0.01,1.42,0.6,13168
Alabama,1.9,33.5,15.7,5.1,68.7,1.3,7.3,2,0.04,0.74,1.18,12281
Alabama,2.2,36.4,6.2,5.4,77.5,1.6,7.3,2,0.01,1.25,0.74,13944
Alabama,1.5,37,5.8,5.4,77.1,1.5,8.2,2,0.02,0.85,1.08,13980
Alabama,2.3,37.8,8.1,5.3,74.2,1.7,8.7,2,0.01,1.51,0.47,13564
Alabama,2.3,37.4,14.5,4.7,68.3,1.6,9,2,0.01,1.44,0.54,12456
Alabama,3.5,33.5,15.8,4.9,65.7,1.8,9.7,2,0.05,1.87,0.09,11743
Alabama,4.4,35.2,12.8,5.3,68.4,1.5,9.9,2,0.01,1.95,0.09,12332
Alabama,3.7,36.4,7.8,5.3,72.9,1.9,10.1,2,0.03,1.86,0.11,13038
Alabama,2.4,39.4,7.5,5.6,73.3,1.4,10.2,2,0.07,1.03,0.92,13290
Alabama,2.9,41,3.4,5.8,75.6,2.1,11,2,0.04,1.39,0.53,14114
Alabama,2.46,21.34,15.4,4.13,71.38,1.17,5.93,1.99,0.19,1.17,0.63,12553
Alabama,2.68,30,13.52,4.81,68.89,1.8,8.99,1.99,0.09,1.08,0.82,12189
Alabama,1.86,23.25,15.26,4.53,72.14,1.42,4.68,1.97,0.12,0.98,0.87,12861
Alabama,2.67,37.72,12.48,5.36,69.4,1.43,9.37,1.96,0.05,1.06,0.85,12583
Alabama,1.87,28.86,18.73,4.58,67.16,1.29,6.29,1.95,0.12,1.46,0.37,11907
Alabama,2.6,35.09,4.96,5.48,79.28,1.57,6.77,1.94,0.05,1.01,0.88,14302
Alabama,2.69,36.42,15.26,4.92,66.42,1.57,9.89,1.94,0.07,0.92,0.95,11938
Alabama,2.66,30.57,19.72,4.46,63.69,1.4,8.8,1.93,0.08,1.3,0.55,11279
Alabama,2,34.3,13.8,5,71.1,1.6,6.6,1.9,0.01,1.42,0.51,12651
Alabama,2,31.2,16.8,4.9,67.9,1.7,6.7,1.9,0.01,1.53,0.4,12183
Alabama,1.7,38.5,3.9,5.6,80.3,1.6,6.7,1.9,0.01,1.42,0.5,14528
Alabama,1.6,35,11,5.1,73.5,1.5,7,1.9,0.05,1.17,0.7,13191
Alabama,1.8,32.6,19.8,4.8,64.8,1.4,7.3,1.9,0.01,1.57,0.31,11693
Alabama,1.8,31.7,3.9,5.2,79.8,1.9,7.3,1.9,0.01,1.05,0.8,14510
Alabama,2,33.2,19.9,4.8,64.5,1.5,7.4,1.9,0.02,1.04,0.8,11486
Alabama,2.1,34.4,10.9,5.1,73.1,1.6,7.5,1.9,0.01,1.53,0.36,13078
Alabama,2,36,11.8,5.2,71.7,1.7,7.7,1.9,0.01,1.12,0.73,12962
Alabama,2.8,34,18,4.8,65.7,1.5,8.1,1.9,0.01,1.69,0.17,11801
Alabama,3.1,38,7.4,5.5,75.1,1.7,8.5,1.9,0.03,0.94,0.91,13553
Alabama,2.8,35.7,15.2,5,67,1.6,9.2,1.9,0.01,0.88,0.99,12070
Alabama,3.8,37.8,5.3,5.7,74.8,2,10.2,1.9,0.01,1.37,0.51,13416
Alabama,52.4,19.3,8.7,7.7,27.2,0.5,54,1.9,0.24,0.33,1.37,4550
Alabama,1.24,26.45,7.28,4.87,80.03,1.54,4.4,1.88,0.17,1.05,0.66,14298
Alabama,1.47,28.84,10.12,4.98,77.27,1.44,4.33,1.86,0.05,1.08,0.73,13773
Alabama,2.57,32.84,6.15,5.38,77.9,1.94,6.79,1.84,0.06,0.88,0.9,14027
Alabama,2.86,29.98,11.41,4.97,73.42,1.49,6.88,1.83,0.17,0.58,1.08,13066
Alabama,4.62,25.9,2.68,5.31,81.52,1.49,7.17,1.83,0.15,1.03,0.65,14502
Alabama,8.29,27.44,17.9,5,61.53,1.24,12.52,1.81,0.46,0.5,0.85,11073
Alabama,1.3,33.2,3.7,5.3,82.3,1.9,5.1,1.8,0.01,1.08,0.72,14717
Alabama,2.1,29.3,22.6,4.5,63.3,1.4,6.2,1.8,0.01,1.13,0.63,11293
Alabama,1.4,28.3,13.4,4.9,72,1.4,6.5,1.8,0.02,1.02,0.74,12850
Alabama,1.5,29.6,18.8,4.5,66.8,1.3,6.7,1.8,0.02,0.85,0.93,11852
Alabama,1.7,33.1,13.9,5.2,70.9,1.1,7.1,1.8,0.02,0.75,1.01,12800
Alabama,2.5,34.4,8.7,5.2,75.6,1.6,7.1,1.8,0.01,1.55,0.21,13566
Alabama,1.8,35.3,4.3,5.3,79.6,1.9,7.1,1.8,0.01,1.42,0.38,14315
Alabama,2,30.9,23.7,4.5,61,1.4,7.7,1.8,0.01,1.01,0.75,10761
Alabama,2.3,33,10.2,5.1,73.3,1.8,7.8,1.8,0.02,1.48,0.35,13236
Alabama,2.5,36.1,8,5.7,74.9,1.8,7.8,1.8,0.02,1.05,0.73,13503
Alabama,2.9,38,8.5,5.5,74.5,1.7,8.1,1.8,0.01,1.24,0.53,13273
Alabama,2.35,32.62,13.72,4.84,69.72,1.69,8.23,1.8,0.11,1.03,0.66,12478
Alabama,2.3,35.3,13,5.2,70,1.7,8.3,1.8,0.01,1.25,0.53,12723
Alabama,2.6,36.5,8.1,5.7,74,1.8,8.5,1.8,0.01,0.95,0.87,13316
Alabama,2.3,42.8,2.7,6.2,78.9,1.8,8.5,1.8,0.01,1.14,0.7,14324
Alabama,1.8,26.8,20.4,4.6,63.8,0.8,8.6,1.8,0.02,1.13,0.69,11350
Alabama,2.4,36,11.5,5.2,70.8,1.7,9.1,1.8,0.01,1.05,0.73,12808
Alabama,2.74,36.75,11.74,5.22,71.41,1.56,8.29,1.78,0.02,0.75,1.01,12850
Alabama,2.62,32.46,15.14,4.9,68.08,1.74,8.37,1.77,0.27,0.44,1.06,12243
Alabama,3.66,36.41,4.87,5.56,77.24,1.83,8.73,1.77,0.1,0.73,0.94,13879
Alabama,2.64,38.13,11.5,5.33,70.37,1.64,9.4,1.76,0.09,0.66,1.01,12667
Alabama,3.5,32.01,13.79,4.87,67.7,0.76,11.13,1.75,0.12,1.13,0.5,12061
Alabama,1.96,28.16,11.86,4.76,73.37,1.52,6.78,1.71,0.21,0.3,1.2,13065
Alabama,2,29.9,18.2,4.7,67.1,1.6,6.8,1.7,0.01,1.24,0.45,11971
Alabama,1.8,32.4,16.6,4.8,68,1.6,7.4,1.7,0.01,1.05,0.64,12120
Alabama,2.1,31,21.7,4.6,62.9,1.4,7.5,1.7,0.01,1.47,0.24,11221
Alabama,1.9,37,5.3,5.7,78.1,1.8,7.5,1.7,0.01,1.1,0.57,14076
Alabama,2.3,35.7,6.9,5.5,76.5,1.8,7.7,1.7,0.01,0.79,0.85,13720
Alabama,2.2,33,15.9,4.9,67.8,1.8,7.9,1.7,0.01,1.44,0.28,12063
Alabama,2.8,34.4,12.7,5.1,70.7,1.7,8.1,1.7,0.01,1.3,0.38,12649
Alabama,2.2,41.6,3.5,5.9,79,1.9,8.1,1.7,0.01,1.05,0.62,14311
Alabama,2.8,43.4,3.7,5.9,77.7,1.9,9.1,1.7,0.01,1.04,0.62,14050
Alabama,2.7,32.5,27.7,4.8,55.3,1.2,9.2,1.7,0.01,0.98,0.75,9939
Alabama,2.7,38.9,7.8,5.4,74,1.8,9.3,1.7,0.03,1.15,0.48,13446
Alabama,2.9,36.3,16.6,5.1,65.5,1.5,9.6,1.7,0.01,0.76,0.94,11813
Alabama,2.8,37.3,12,5.7,69.2,1.6,9.7,1.7,0.01,0.23,1.49,12491
Alabama,3.8,35.4,13.6,5.5,68,1.4,9.8,1.7,0.02,0.9,0.73,12180
Alabama,3.8,27.6,25.1,4.6,57.4,1.3,9.9,1.7,0.01,1.16,0.58,10241
Alabama,3.3,37.4,5.3,5.5,74.9,1.8,10.8,1.7,0.01,1.14,0.57,13450
Alabama,4.2,37.6,2.6,5.6,77.4,1.9,10.9,1.7,0.09,1.24,0.35,13832
Alabama,4.4,35.9,3.9,5.5,75.3,1.7,11.9,1.7,0.02,1.15,0.55,13468
Alabama,1.35,31.36,15.08,4.92,70.29,1.66,6.36,1.69,0.17,0.77,0.75,12585
Alabama,2.27,35.36,27.02,4.48,56.5,1.28,9.03,1.69,0.12,0.93,0.64,10044
Alabama,2.5,35.12,9.12,5.07,72.35,1.86,9.91,1.69,0.03,1.08,0.58,12939
Alabama,2.25,32.61,4.83,5.29,79.25,1.56,7.42,1.65,0.21,0.74,0.7,14087
Alabama,2.46,36.03,6.84,5.29,74.99,2,9.23,1.65,0.04,0.78,0.83,13407
Alabama,2.49,38.49,8.64,5.41,72.25,1.85,10.2,1.65,0.04,0.56,1.05,13060
Alabama,3.2,35.63,7.05,5.48,76.22,1.67,7.94,1.64,0.08,0.89,0.67,13678
Alabama,2.1,33.52,16,5.01,67.91,1.32,8.13,1.63,0.04,1.02,0.57,12173
Alabama,1.49,29.66,18.97,4.56,66.52,1.46,6.87,1.62,0.18,0.66,0.78,11868
Alabama,1.4,30.1,16.6,4.9,69.2,1.4,6.3,1.6,0.03,0.97,0.59,12456
Alabama,2.3,32.1,18.7,4.9,66.5,1.4,6.9,1.6,0.01,0.92,0.71,11997
Alabama,1.5,31.7,23.5,4.7,61.8,1.2,7.1,1.6,0.02,0.57,1.04,11095
Alabama,1.4,30.6,17.9,4.9,67.1,1.3,7.2,1.6,0.02,0.94,0.68,12040
Alabama,1.9,34.7,13.3,5,71,1.5,7.6,1.6,0.02,0.72,0.85,12679
Alabama,1.8,34,10.2,5.3,73.5,1.7,7.8,1.6,0.02,1.31,0.25,13407
Alabama,2.5,35,3.1,5.6,80,1.8,8,1.6,0.02,0.95,0.6,14333
Alabama,2.7,36.5,9.5,5.3,74,1.5,8.1,1.6,0.03,1.41,0.18,13335
Alabama,1.7,34.3,7.6,5.6,76,0.9,8.3,1.6,0.02,0.79,0.81,13630
Alabama,1.9,37.5,2.5,5.5,80.5,1.5,8.4,1.6,0.02,0.93,0.68,14302
Alabama,2.6,34.7,5.3,5.6,77,1.8,8.6,1.6,0.07,1.08,0.49,13894
Alabama,3.1,31.7,22.3,4.8,60.5,1.3,9.4,1.6,0.01,1.33,0.3,10976
Alabama,3.03,28.71,20.87,4.43,61.71,1.43,9.96,1.6,0.07,0.99,0.54,10906
Alabama,7.76,25.65,16.23,5,64.32,1.27,11.58,1.6,0.08,0.45,1.07,11499
Alabama,4.55,34.23,2.84,5.6,79.26,1.7,9.01,1.59,0.02,0.58,0.99,14170
Alabama,3.48,35.17,9.63,5.28,73.63,1.37,8.53,1.56,0.11,0.44,1.01,13173
Alabama,5.17,33.82,17.3,5.16,64.03,1.51,10.44,1.56,0.21,0.54,0.81,11492
Alabama,2.78,38.57,9.2,5.42,71.5,1.73,10.59,1.56,0.04,0.43,1.09,12817
Alabama,1.21,21.66,18.86,4.4,70.28,1.23,3.68,1.55,0.05,1.02,0.48,12458
Alabama,0.73,35.69,2.08,5.21,83.28,1.83,6.06,1.54,0.05,0.51,0.98,14923
Alabama,2.3,33.38,9.36,5.23,74.92,1.56,7.41,1.52,0.09,0.68,0.75,13430
Alabama,4.9,35.78,6.29,5.57,74.35,1.68,10.6,1.51,0.12,0.62,0.77,13324
Alabama,1.15,34.71,4.2,5.33,81.49,1.6,5.88,1.5,0.04,0.89,0.57,14489
Alabama,0.9,28.6,19.3,4.5,67,1.4,6.3,1.5,0.17,0.56,0.8,12045
Alabama,1.9,30.1,21.1,4.8,64.5,1.5,6.4,1.5,0.01,1.19,0.32,11584
Alabama,1.3,32.2,3.7,5.1,81.5,1.6,6.6,1.5,0.02,0.44,1.05,14359
Alabama,1.5,31.1,23,4.7,62.9,1.2,6.7,1.5,0.03,0.94,0.57,11180
Alabama,1.9,29.5,19.6,5,65.6,1.5,6.9,1.5,0.02,0.85,0.61,11740
Alabama,1.3,36.4,3.4,5.5,80.9,1.6,7.2,1.5,0.01,0.74,0.72,14527
Alabama,1.7,39.2,5.5,5.5,78.4,1.7,7.3,1.5,0.01,1.11,0.43,14138
Alabama,2.3,36,4.7,5.4,78.9,1.7,7.8,1.5,0.02,0.88,0.55,14063
Alabama,1.6,35,11.5,5.1,72.2,1.4,8.2,1.5,0.02,0.64,0.88,13016
Alabama,1.3,34.2,18.2,4.7,65.7,1.4,8.4,1.5,0.08,0.73,0.73,11680
Alabama,1.9,33,13.4,5,70,1.6,8.5,1.5,0.02,0.67,0.77,12490
Alabama,2.6,38.2,6,5.7,76.5,1.7,8.6,1.5,0.01,0.68,0.83,13800
Alabama,2.2,35.8,13.2,4.9,69.8,1.7,8.8,1.5,0.06,1.42,0.07,12661
Alabama,1.9,36.9,9.7,5.3,72.8,1.7,9,1.5,0.02,0.64,0.8,13140
Alabama,3,31.5,18.8,4.8,63.8,1.6,9.6,1.5,0.02,1.27,0.17,11398
Alabama,4.3,29.9,23,4.7,59.6,1.2,10.1,1.5,0.03,1.35,0.09,10657
Alabama,2.7,33.8,14,4.7,67.7,1.8,10.3,1.5,0.01,0.96,0.55,12298
Alabama,3.07,30.71,18.89,4.55,63.15,1.42,10.5,1.49,0.22,0.57,0.7,11242
Alabama,3.6,32.46,8.26,5.23,76.31,1.42,7.3,1.48,0.08,0.51,0.89,13616
Alabama,3.04,38.46,6.82,5.53,75.53,1.73,8.91,1.48,0.04,0.77,0.67,13660
Alabama,1.38,24.71,6.18,4.82,81.95,1.42,4.17,1.46,0.06,0.86,0.54,14555
Alabama,4.49,36.23,11.18,5.41,69.33,1.65,10.98,1.45,0.07,0.63,0.75,12397
Alabama,3.71,28.01,11.73,4.89,71.72,1.41,8.81,1.44,0.15,0.32,0.97,12705
Alabama,2.19,32.43,6.44,5.06,78.2,1.48,7.39,1.43,0.1,0.56,0.77,13908
Alabama,1.85,31.13,10.78,5.07,75.39,1.45,5.9,1.41,0.05,0.87,0.49,13444
Alabama,2.73,34.94,6.19,5.08,76.33,1.45,9.54,1.41,0.1,0.53,0.78,13715
Alabama,1.3,31.1,13.9,5.1,72.3,1.5,5.8,1.4,0.08,0.74,0.6,12963
Alabama,1.1,29.7,7.2,5.2,78.7,1.6,5.9,1.4,0.02,0.67,0.75,14100
Alabama,1.8,31.1,17.7,4.9,68,1.5,6.5,1.4,0.03,1.05,0.34,12242
Alabama,1.8,32.1,17.5,4.8,67.9,1.5,6.8,1.4,0.01,1.08,0.31,12163
Alabama,1.9,36,8.9,5.3,75.2,1.8,7.3,1.4,0.01,0.85,0.55,13521
Alabama,1.5,32.8,15.8,4.9,69,1.5,7.4,1.4,0.02,0.55,0.86,12386
Alabama,1.6,36.3,7.3,5.5,76.8,1.7,7.4,1.4,0.01,0.87,0.53,13803
Alabama,1.8,35.5,11.3,5.3,72.3,1.7,8,1.4,0.02,0.76,0.67,13059
Alabama,2.3,36.8,11.4,5.5,71.8,1.7,8.2,1.4,0.01,0.91,0.53,12913
Alabama,2.9,34.8,8.2,5.6,74.4,1.8,8.7,1.4,0.03,0.68,0.69,13286
Alabama,2.3,30.1,22,4.6,61.8,1.4,8.8,1.4,0.01,1.19,0.17,11055
Alabama,2.4,29.2,23.5,4.5,59.9,1.4,9.3,1.4,0.01,1.09,0.29,10732
Alabama,3.02,36.67,7.05,5.41,74.33,1.8,10.01,1.4,0.05,0.68,0.67,13308
Alabama,3.46,32.25,12.77,4.95,69.26,1.53,10.09,1.4,0.14,0.44,0.82,12318
Alabama,4.1,32.9,18.4,4.9,63.1,1.6,10.5,1.4,0.01,1.21,0.21,11226
Alabama,50.7,18.5,12.3,7.4,25.9,0.5,52.5,1.4,0.15,0.2,1.07,4370
Alabama,2.09,33.19,7.45,5.24,78.66,1.51,5.76,1.38,0.05,0.86,0.47,14117
Alabama,1.7,30.41,6.08,5.18,78.92,1.79,6.65,1.38,0.05,0.27,1.06,13981
Alabama,2.47,35.71,11.14,5.32,72.04,1.74,8.39,1.37,0.04,0.64,0.69,12947
Alabama,1.73,35.72,10.34,5.17,73.67,1.63,7.83,1.36,0.03,0.55,0.78,13232
Alabama,3.25,36.11,11.91,5.24,70.61,1.57,9.31,1.36,0.07,0.48,0.81,12676
Alabama,1.68,29.33,9.63,4.89,76.53,1.43,6.17,1.35,0.06,0.62,0.67,13517
Alabama,3.19,31.27,19.83,4.55,62.15,1.5,10.62,1.35,0.03,0.72,0.6,11276
Alabama,1.5,31.8,8.17,5,77.79,1.68,6.02,1.34,0.15,0.39,0.8,13929
Alabama,2.89,30.69,2.44,5.29,82.46,1.51,6.96,1.34,0.16,0.47,0.71,14459
Alabama,1.12,37.08,2.94,5.38,83.29,1.45,5.61,1.33,0.08,0.57,0.68,14893
